Brand_Name,Material_Type,Carbon_Footprint_MT
Brand_2316,Recycled Polyester,175.94
Brand_2317,Vegan Leather,72.73
Brand_2318,Bamboo Fabric,102.44
Brand_2319,Vegan Leather,190.23
Brand_2320,Organic Cotton,31.94
Brand_2321,Hemp,351.04
Brand_2322,Tencel,489.31
Brand_2323,Recycled Polyester,101.71
Brand_2324,Bamboo Fabric,338.38
Brand_2325,Recycled Polyester,454.39
Brand_2326,Vegan Leather,269.98
Brand_2327,Hemp,238.49
Brand_2328,Vegan Leather,144.48
Brand_2329,Recycled Polyester,455.53
Brand_2330,Organic Cotton,478.49
Brand_2331,Hemp,251.83
Brand_2332,Organic Cotton,37.38
Brand_2333,Organic Cotton,255.39
Brand_2334,Vegan Leather,106.39
Brand_2335,Hemp,272.78
Brand_2336,Organic Cotton,74.62
Brand_2337,Hemp,68.07
Brand_2338,Vegan Leather,416.59
Brand_2339,Recycled Polyester,49.55
Brand_2340,Hemp,76.28
Brand_2341,Bamboo Fabric,174.48
Brand_2342,Recycled Polyester,175.97
Brand_2343,Hemp,53.9
Brand_2344,Hemp,224.23
Brand_2345,Bamboo Fabric,311.34
Brand_2346,Recycled Polyester,147.39
Brand_2347,Vegan Leather,87.14
Brand_2348,Organic Cotton,365.04
Brand_2349,Vegan Leather,170.48
Brand_2350,Recycled Polyester,149.66
Brand_2351,Bamboo Fabric,476.46
Brand_2352,Organic Cotton,293.34
Brand_2353,Hemp,238.93
Brand_2354,Recycled Polyester,473.07
Brand_2355,Bamboo Fabric,3.67
Brand_2356,Bamboo Fabric,61.56
Brand_2357,Vegan Leather,314.19
Brand_2358,Vegan Leather,452.19
Brand_2359,Recycled Polyester,208.03
Brand_2360,Organic Cotton,365.96
Brand_2361,Hemp,328.48
Brand_2362,Tencel,21.34
Brand_2363,Tencel,404.65
Brand_2364,Organic Cotton,88.87
Brand_2365,Hemp,460.57
Brand_2366,Vegan Leather,69.86
Brand_2367,Hemp,70.71
Brand_2368,Tencel,115.57
Brand_2369,Vegan Leather,233.01
Brand_2370,Recycled Polyester,323
Brand_2371,Recycled Polyester,44.55
Brand_2372,Recycled Polyester,337.94
Brand_2373,Vegan Leather,31.52
Brand_2374,Recycled Polyester,389.39
Brand_2375,Organic Cotton,199.22
Brand_2376,Tencel,29.01
Brand_2377,Tencel,65.92
Brand_2378,Recycled Polyester,198.95
Brand_2379,Tencel,29.5
Brand_2380,Recycled Polyester,335.3
Brand_2381,Organic Cotton,401.91
Brand_2382,Tencel,270.44
Brand_2383,Hemp,300.55
Brand_2384,Vegan Leather,262.37
Brand_2385,Organic Cotton,390.51
Brand_2386,Recycled Polyester,154.34
Brand_2387,Organic Cotton,73.43
Brand_2388,Recycled Polyester,349.16
Brand_2389,Hemp,396.8
Brand_2390,Tencel,359.92
Brand_2391,Hemp,362.25
Brand_2392,Bamboo Fabric,469.52
Brand_2393,Organic Cotton,137.19
Brand_2394,Recycled Polyester,38.12
Brand_2395,Recycled Polyester,226.57
Brand_2396,Bamboo Fabric,27.78
Brand_2397,Bamboo Fabric,462.72
Brand_2398,Bamboo Fabric,243.44
Brand_2399,Recycled Polyester,128.33
Brand_2400,Vegan Leather,59.49
Brand_2401,Bamboo Fabric,417.96
Brand_2402,Bamboo Fabric,41.19
Brand_2403,Recycled Polyester,52.29
Brand_2404,Hemp,55.99
Brand_2405,Hemp,158.93
Brand_2406,Vegan Leather,439.61
Brand_2407,Vegan Leather,191.98
Brand_2408,Vegan Leather,63.72
Brand_2409,Recycled Polyester,259.67
Brand_2410,Hemp,69.09
Brand_2411,Organic Cotton,104.84
Brand_2412,Vegan Leather,103.57
Brand_2413,Recycled Polyester,324.85
Brand_2414,Tencel,57.44
Brand_2415,Tencel,168.95
Brand_2416,Vegan Leather,14.25
Brand_2417,Hemp,131.08
Brand_2418,Bamboo Fabric,229.28
Brand_2419,Recycled Polyester,448.62
Brand_2420,Vegan Leather,269.41
Brand_2421,Organic Cotton,159.16
Brand_2422,Recycled Polyester,22.98
Brand_2423,Hemp,231.69
Brand_2424,Organic Cotton,103.72
Brand_2425,Recycled Polyester,166.75
Brand_2426,Recycled Polyester,31.56
Brand_2427,Hemp,462.4
Brand_2428,Recycled Polyester,449.78
Brand_2429,Bamboo Fabric,438.78
Brand_2430,Vegan Leather,108.22
Brand_2431,Hemp,233.24
Brand_2432,Tencel,227.95
Brand_2433,Recycled Polyester,95.41
Brand_2434,Tencel,297.19
Brand_2435,Organic Cotton,311.22
Brand_2436,Bamboo Fabric,50.36
Brand_2437,Hemp,359.05
Brand_2438,Hemp,225.23
Brand_2439,Vegan Leather,17.47
Brand_2440,Bamboo Fabric,463.7
Brand_2441,Bamboo Fabric,66.27
Brand_2442,Bamboo Fabric,369.98
Brand_2443,Recycled Polyester,359.21
Brand_2444,Vegan Leather,318.9
Brand_2445,Hemp,491.9
Brand_2446,Bamboo Fabric,234.3
Brand_2447,Bamboo Fabric,37.69
Brand_2448,Recycled Polyester,212.91
Brand_2449,Bamboo Fabric,415.65
Brand_2450,Organic Cotton,378.33
Brand_2451,Tencel,275.31
Brand_2452,Bamboo Fabric,467.67
Brand_2453,Tencel,76.39
Brand_2454,Tencel,424.9
Brand_2455,Hemp,305.69
Brand_2456,Organic Cotton,7.06
Brand_2457,Vegan Leather,331.08
Brand_2458,Bamboo Fabric,267.81
Brand_2459,Organic Cotton,104.42
Brand_2460,Recycled Polyester,475.19
Brand_2461,Bamboo Fabric,196.82
Brand_2462,Recycled Polyester,100.94
Brand_2463,Bamboo Fabric,334.37
Brand_2464,Organic Cotton,14.51
Brand_2465,Recycled Polyester,281.89
Brand_2466,Bamboo Fabric,281.48
Brand_2467,Hemp,26.39
Brand_2468,Hemp,75.25
Brand_2469,Organic Cotton,117.9
Brand_2470,Bamboo Fabric,164.97
Brand_2471,Vegan Leather,382.64
Brand_2472,Bamboo Fabric,253.16
Brand_2473,Bamboo Fabric,16.2
Brand_2474,Organic Cotton,267.94
Brand_2475,Recycled Polyester,251.95
Brand_2476,Tencel,352.32
Brand_2477,Hemp,431.08
Brand_2478,Vegan Leather,311.21
Brand_2479,Recycled Polyester,461.58
Brand_2480,Hemp,483.94
Brand_2481,Bamboo Fabric,339.45
Brand_2482,Bamboo Fabric,450.67
Brand_2483,Recycled Polyester,149.91
Brand_2484,Vegan Leather,28.37
Brand_2485,Organic Cotton,230.92
Brand_2486,Bamboo Fabric,419.47
Brand_2487,Vegan Leather,204.92
Brand_2488,Vegan Leather,291.43
Brand_2489,Tencel,107.4
Brand_2490,Vegan Leather,376.35
Brand_2491,Organic Cotton,130.22
Brand_2492,Vegan Leather,63.51
Brand_2493,Recycled Polyester,427.37
Brand_2494,Hemp,197.15
Brand_2495,Organic Cotton,488
Brand_2496,Bamboo Fabric,230.93
Brand_2497,Organic Cotton,298.06
Brand_2498,Bamboo Fabric,176.15
Brand_2499,Bamboo Fabric,365.44
Brand_2500,Vegan Leather,201.2
Brand_2501,Organic Cotton,44.88
Brand_2502,Organic Cotton,494.05
Brand_2503,Tencel,276.99
Brand_2504,Vegan Leather,28.91
Brand_2505,Recycled Polyester,101.89
Brand_2506,Recycled Polyester,140.07
Brand_2507,Organic Cotton,337.2
Brand_2508,Tencel,167.2
Brand_2509,Organic Cotton,482.43
Brand_2510,Vegan Leather,499.1
Brand_2511,Tencel,494.13
Brand_2512,Recycled Polyester,424
Brand_2513,Organic Cotton,79.17
Brand_2514,Hemp,415.03
Brand_2515,Vegan Leather,247.69
Brand_2516,Tencel,483.63
Brand_2517,Hemp,254.26
Brand_2518,Hemp,163.36
Brand_2519,Bamboo Fabric,182.61
Brand_2520,Bamboo Fabric,67.07
Brand_2521,Organic Cotton,69.51
Brand_2522,Hemp,396.12
Brand_2523,Bamboo Fabric,220.89
Brand_2524,Bamboo Fabric,325.65
Brand_2525,Bamboo Fabric,469.86
Brand_2526,Recycled Polyester,165.23
Brand_2527,Bamboo Fabric,264.8
Brand_2528,Recycled Polyester,39.47
Brand_2529,Vegan Leather,394.41
Brand_2530,Vegan Leather,261.97
Brand_2531,Organic Cotton,75.23
Brand_2532,Recycled Polyester,288.98
Brand_2533,Bamboo Fabric,20.72
Brand_2534,Recycled Polyester,284.44
Brand_2535,Tencel,476.08
Brand_2536,Recycled Polyester,172.74
Brand_2537,Bamboo Fabric,72.89
Brand_2538,Organic Cotton,159.59
Brand_2539,Organic Cotton,186.88
Brand_2540,Recycled Polyester,206.82
Brand_2541,Recycled Polyester,284.67
Brand_2542,Hemp,172.76
Brand_2543,Bamboo Fabric,284.63
Brand_2544,Tencel,355.83
Brand_2545,Recycled Polyester,498.54
Brand_2546,Hemp,308.62
Brand_2547,Hemp,391.19
Brand_2548,Hemp,418.22
Brand_2549,Vegan Leather,14.58
Brand_2550,Organic Cotton,253.09
Brand_2551,Recycled Polyester,67.96
Brand_2552,Hemp,155.43
Brand_2553,Hemp,288.78
Brand_2554,Vegan Leather,90.25
Brand_2555,Tencel,38.3
Brand_2556,Recycled Polyester,278.84
Brand_2557,Recycled Polyester,98.57
Brand_2558,Bamboo Fabric,204.44
Brand_2559,Tencel,302.57
Brand_2560,Organic Cotton,221.66
Brand_2561,Vegan Leather,341.06
Brand_2562,Vegan Leather,132.36
Brand_2563,Recycled Polyester,289.76
Brand_2564,Vegan Leather,370.06
Brand_2565,Hemp,452.15
Brand_2566,Organic Cotton,272.28
Brand_2567,Hemp,4.08
Brand_2568,Tencel,469.03
Brand_2569,Organic Cotton,211.63
Brand_2570,Organic Cotton,166.51
Brand_2571,Recycled Polyester,104.93
Brand_2572,Vegan Leather,328.25
Brand_2573,Vegan Leather,70.2
Brand_2574,Organic Cotton,372.82
Brand_2575,Vegan Leather,409
Brand_2576,Organic Cotton,140.3
Brand_2577,Recycled Polyester,303.25
Brand_2578,Bamboo Fabric,133.28
Brand_2579,Tencel,40.05
Brand_2580,Hemp,410.18
Brand_2581,Vegan Leather,260.84
Brand_2582,Vegan Leather,235.4
Brand_2583,Bamboo Fabric,78.35
Brand_2584,Organic Cotton,19.45
Brand_2585,Bamboo Fabric,189.44
Brand_2586,Vegan Leather,300.35
Brand_2587,Vegan Leather,144.69
Brand_2588,Bamboo Fabric,161.83
Brand_2589,Organic Cotton,390.55
Brand_2590,Vegan Leather,102.71
Brand_2591,Vegan Leather,186.73
Brand_2592,Vegan Leather,11.72
Brand_2593,Hemp,423.43
Brand_2594,Bamboo Fabric,316.77
Brand_2595,Bamboo Fabric,269.12
Brand_2596,Tencel,153.04
Brand_2597,Organic Cotton,164.71
Brand_2598,Recycled Polyester,302.78
Brand_2599,Recycled Polyester,143.7
Brand_2600,Bamboo Fabric,89.9
Brand_2601,Hemp,274.24
Brand_2602,Tencel,362.83
Brand_2603,Recycled Polyester,313.43
Brand_2604,Hemp,221.94
Brand_2605,Organic Cotton,64.45
Brand_2606,Recycled Polyester,134.31
Brand_2607,Vegan Leather,7
Brand_2608,Recycled Polyester,80.29
Brand_2609,Bamboo Fabric,3.48
Brand_2610,Organic Cotton,364.34
Brand_2611,Tencel,41.81
Brand_2612,Organic Cotton,384.18
Brand_2613,Hemp,9.77
Brand_2614,Vegan Leather,215.01
Brand_2615,Tencel,319.81
Brand_2616,Vegan Leather,435.51
Brand_2617,Vegan Leather,482.46
Brand_2618,Hemp,93.81
Brand_2619,Tencel,239.29
Brand_2620,Recycled Polyester,410.5
Brand_2621,Organic Cotton,69.83
Brand_2622,Vegan Leather,266.96
Brand_2623,Tencel,160.13
Brand_2624,Vegan Leather,232.42
Brand_2625,Vegan Leather,139.46
Brand_2626,Tencel,184.98
Brand_2627,Hemp,309.66
Brand_2628,Recycled Polyester,386.83
Brand_2629,Vegan Leather,176.43
Brand_2630,Recycled Polyester,477.4
Brand_2631,Organic Cotton,292.2
Brand_2632,Bamboo Fabric,179.03
Brand_2633,Hemp,495.52
Brand_2634,Vegan Leather,380.23
Brand_2635,Vegan Leather,236.24
Brand_2636,Organic Cotton,374.56
Brand_2637,Bamboo Fabric,251.81
Brand_2638,Organic Cotton,220.41
Brand_2639,Vegan Leather,447.17
Brand_2640,Hemp,440.15
Brand_2641,Bamboo Fabric,288.73
Brand_2642,Recycled Polyester,150.72
Brand_2643,Bamboo Fabric,240.58
Brand_2644,Organic Cotton,137.35
Brand_2645,Recycled Polyester,75.6
Brand_2646,Organic Cotton,255.58
Brand_2647,Hemp,357.02
Brand_2648,Hemp,350.47
Brand_2649,Vegan Leather,281.04
Brand_2650,Tencel,120.97
Brand_2651,Vegan Leather,186.09
Brand_2652,Organic Cotton,347.3
Brand_2653,Organic Cotton,293.47
Brand_2654,Vegan Leather,173.54
Brand_2655,Hemp,327.82
Brand_2656,Organic Cotton,486.52
Brand_2657,Hemp,475.73
Brand_2658,Bamboo Fabric,214.78
Brand_2659,Tencel,71.36
Brand_2660,Bamboo Fabric,374.64
Brand_2661,Recycled Polyester,24.49
Brand_2662,Recycled Polyester,52.59
Brand_2663,Organic Cotton,60.75
Brand_2664,Hemp,28.77
Brand_2665,Recycled Polyester,491.27
Brand_2666,Recycled Polyester,59.13
Brand_2667,Recycled Polyester,223.46
Brand_2668,Bamboo Fabric,418.65
Brand_2669,Tencel,39.66
Brand_2670,Bamboo Fabric,459.54
Brand_2671,Organic Cotton,212.83
Brand_2672,Hemp,35.66
Brand_2673,Bamboo Fabric,388.42
Brand_2674,Recycled Polyester,84.24
Brand_2675,Tencel,285.3
Brand_2676,Tencel,92.22
Brand_2677,Organic Cotton,11.22
Brand_2678,Hemp,162.15
Brand_2679,Tencel,468.68
Brand_2680,Recycled Polyester,334.18
Brand_2681,Recycled Polyester,387.63
Brand_2682,Hemp,493.08
Brand_2683,Hemp,245.54
Brand_2684,Hemp,319.98
Brand_2685,Tencel,242.93
Brand_2686,Tencel,199.4
Brand_2687,Organic Cotton,182.23
Brand_2688,Tencel,164.66
Brand_2689,Hemp,357.15
Brand_2690,Recycled Polyester,6.24
Brand_2691,Hemp,70.27
Brand_2692,Recycled Polyester,18.32
Brand_2693,Organic Cotton,383.65
Brand_2694,Bamboo Fabric,225.59
Brand_2695,Vegan Leather,456.17
Brand_2696,Bamboo Fabric,351.85
Brand_2697,Recycled Polyester,390.05
Brand_2698,Vegan Leather,424.38
Brand_2699,Organic Cotton,208.95
Brand_2700,Organic Cotton,266.08
Brand_2701,Organic Cotton,317.66
Brand_2702,Recycled Polyester,11.92
Brand_2703,Recycled Polyester,248.8
Brand_2704,Vegan Leather,3.31
Brand_2705,Hemp,339.36
Brand_2706,Recycled Polyester,374.99
Brand_2707,Organic Cotton,490.78
Brand_2708,Hemp,384.88
Brand_2709,Hemp,141.96
Brand_2710,Recycled Polyester,441.03
Brand_2711,Tencel,447.2
Brand_2712,Bamboo Fabric,393.92
Brand_2713,Recycled Polyester,355.62
Brand_2714,Hemp,407.35
Brand_2715,Tencel,361.65
Brand_2716,Hemp,300.53
Brand_2717,Recycled Polyester,308.16
Brand_2718,Vegan Leather,47.81
Brand_2719,Recycled Polyester,351.99
Brand_2720,Vegan Leather,280.93
Brand_2721,Organic Cotton,236.28
Brand_2722,Tencel,266.17
Brand_2723,Bamboo Fabric,183.2
Brand_2724,Bamboo Fabric,381.79
Brand_2725,Vegan Leather,314.25
Brand_2726,Bamboo Fabric,409.32
Brand_2727,Recycled Polyester,488.05
Brand_2728,Organic Cotton,421.74
Brand_2729,Recycled Polyester,380.45
Brand_2730,Tencel,66.22
Brand_2731,Tencel,149.13
Brand_2732,Recycled Polyester,266.48
Brand_2733,Tencel,344.6
Brand_2734,Tencel,96.52
Brand_2735,Hemp,231.03
Brand_2736,Tencel,170.7
Brand_2737,Tencel,219.57
Brand_2738,Organic Cotton,85.99
Brand_2739,Bamboo Fabric,148.04
Brand_2740,Bamboo Fabric,51.62
Brand_2741,Organic Cotton,235.57
Brand_2742,Hemp,450.22
Brand_2743,Organic Cotton,394.78
Brand_2744,Recycled Polyester,484.09
Brand_2745,Tencel,49.44
Brand_2746,Vegan Leather,470.15
Brand_2747,Organic Cotton,297.42
Brand_2748,Tencel,123.66
Brand_2749,Bamboo Fabric,344.88
Brand_2750,Bamboo Fabric,69.25
Brand_2751,Hemp,411.41
Brand_2752,Bamboo Fabric,465.71
Brand_2753,Hemp,39.16
Brand_2754,Tencel,115.53
Brand_2755,Bamboo Fabric,428.49
Brand_2756,Vegan Leather,127.31
Brand_2757,Hemp,212.82
Brand_2758,Organic Cotton,318.35
Brand_2759,Recycled Polyester,447.58
Brand_2760,Hemp,256.42
Brand_2761,Vegan Leather,4.65
Brand_2762,Hemp,57.54
Brand_2763,Tencel,275.97
Brand_2764,Hemp,438.21
Brand_2765,Bamboo Fabric,288.87
Brand_2766,Vegan Leather,442.06
Brand_2767,Recycled Polyester,353.33
Brand_2768,Bamboo Fabric,429.57
Brand_2769,Vegan Leather,437.5
Brand_2770,Organic Cotton,293.72
Brand_2771,Organic Cotton,303.05
Brand_2772,Hemp,426.36
Brand_2773,Organic Cotton,33.05
Brand_2774,Recycled Polyester,237.9
Brand_2775,Organic Cotton,37.05
Brand_2776,Recycled Polyester,462.03
Brand_2777,Hemp,121.48
Brand_2778,Bamboo Fabric,233.65
Brand_2779,Bamboo Fabric,41.98
Brand_2780,Bamboo Fabric,447
Brand_2781,Organic Cotton,132.76
Brand_2782,Tencel,380.21
Brand_2783,Recycled Polyester,31.26
Brand_2784,Bamboo Fabric,393.84
Brand_2785,Organic Cotton,445.35
Brand_2786,Vegan Leather,67.36
Brand_2787,Bamboo Fabric,455.31
Brand_2788,Recycled Polyester,338.41
Brand_2789,Hemp,115.31
Brand_2790,Hemp,356.78
Brand_2791,Hemp,412.88
Brand_2792,Hemp,408.42
Brand_2793,Bamboo Fabric,70.09
Brand_2794,Tencel,120.83
Brand_2795,Tencel,435.27
Brand_2796,Tencel,66.71
Brand_2797,Vegan Leather,341.05
Brand_2798,Tencel,343.82
Brand_2799,Tencel,438.3
Brand_2800,Bamboo Fabric,236.09
Brand_2801,Bamboo Fabric,260.8
Brand_2802,Bamboo Fabric,410.49
Brand_2803,Organic Cotton,323.4
Brand_2804,Tencel,323.45
Brand_2805,Vegan Leather,393.64
Brand_2806,Recycled Polyester,463.53
Brand_2807,Bamboo Fabric,411.7
Brand_2808,Vegan Leather,476.25
Brand_2809,Organic Cotton,124.43
Brand_2810,Organic Cotton,260.59
Brand_2811,Organic Cotton,437.4
Brand_2812,Recycled Polyester,73.71
Brand_2813,Bamboo Fabric,311.11
Brand_2814,Recycled Polyester,361.11
Brand_2815,Tencel,34.23
Brand_2816,Recycled Polyester,120.89
Brand_2817,Organic Cotton,480.02
Brand_2818,Hemp,156.34
Brand_2819,Vegan Leather,339.85
Brand_2820,Vegan Leather,242.94
Brand_2821,Bamboo Fabric,285.89
Brand_2822,Recycled Polyester,434.95
Brand_2823,Hemp,199.84
Brand_2824,Hemp,201.74
Brand_2825,Recycled Polyester,294.79
Brand_2826,Recycled Polyester,308
Brand_2827,Bamboo Fabric,10.24
Brand_2828,Organic Cotton,57.27
Brand_2829,Vegan Leather,338.93
Brand_2830,Recycled Polyester,337.36
Brand_2831,Organic Cotton,185.76
Brand_2832,Organic Cotton,40.5
Brand_2833,Tencel,10.36
Brand_2834,Organic Cotton,140.07
Brand_2835,Bamboo Fabric,446.83
Brand_2836,Recycled Polyester,409.73
Brand_2837,Bamboo Fabric,28.88
Brand_2838,Tencel,492.85
Brand_2839,Recycled Polyester,16.02
Brand_2840,Bamboo Fabric,26.76
Brand_2841,Bamboo Fabric,78.66
Brand_2842,Vegan Leather,279.77
Brand_2843,Hemp,263.91
Brand_2844,Vegan Leather,275.86
Brand_2845,Recycled Polyester,114.76
Brand_2846,Bamboo Fabric,80.14
Brand_2847,Hemp,157.51
Brand_2848,Organic Cotton,45.1
Brand_2849,Hemp,318.89
Brand_2850,Recycled Polyester,435.89
Brand_2851,Vegan Leather,319.03
Brand_2852,Tencel,51.53
Brand_2853,Tencel,168.79
Brand_2854,Recycled Polyester,172.42
Brand_2855,Hemp,491.59
Brand_2856,Hemp,367.37
Brand_2857,Bamboo Fabric,124.13
Brand_2858,Hemp,186.98
Brand_2859,Vegan Leather,334.91
Brand_2860,Tencel,256.34
Brand_2861,Tencel,251.3
Brand_2862,Organic Cotton,386.65
Brand_2863,Tencel,470.28
Brand_2864,Recycled Polyester,242.17
Brand_2865,Hemp,399.72
Brand_2866,Organic Cotton,195.57
Brand_2867,Organic Cotton,212.28
Brand_2868,Bamboo Fabric,38.37
Brand_2869,Bamboo Fabric,29.65
Brand_2870,Bamboo Fabric,150.68
Brand_2871,Vegan Leather,229.64
Brand_2872,Hemp,385.44
Brand_2873,Vegan Leather,376.54
Brand_2874,Vegan Leather,132.1
Brand_2875,Tencel,372.98
Brand_2876,Vegan Leather,94.25
Brand_2877,Recycled Polyester,406.28
Brand_2878,Hemp,238.56
Brand_2879,Vegan Leather,87.9
Brand_2880,Hemp,469.94
Brand_2881,Hemp,299.08
Brand_2882,Organic Cotton,183.99
Brand_2883,Recycled Polyester,24.42
Brand_2884,Hemp,80.09
Brand_2885,Hemp,382.7
Brand_2886,Vegan Leather,476.8
Brand_2887,Bamboo Fabric,113.03
Brand_2888,Organic Cotton,443.4
Brand_2889,Recycled Polyester,445
Brand_2890,Recycled Polyester,325.19
Brand_2891,Vegan Leather,440.59
Brand_2892,Bamboo Fabric,344
Brand_2893,Recycled Polyester,362.28
Brand_2894,Hemp,272.35
Brand_2895,Tencel,284.23
Brand_2896,Tencel,358.5
Brand_2897,Hemp,466.93
Brand_2898,Recycled Polyester,97.35
Brand_2899,Bamboo Fabric,337.61
Brand_2900,Organic Cotton,126.48
Brand_2901,Tencel,287.28
Brand_2902,Tencel,87.3
Brand_2903,Vegan Leather,344.77
Brand_2904,Hemp,480.58
Brand_2905,Tencel,423.61
Brand_2906,Bamboo Fabric,56.12
Brand_2907,Hemp,319.07
Brand_2908,Bamboo Fabric,396.99
Brand_2909,Organic Cotton,174.16
Brand_2910,Tencel,82.78
Brand_2911,Vegan Leather,79.47
Brand_2912,Hemp,426.96
Brand_2913,Recycled Polyester,17.64
Brand_2914,Vegan Leather,241.58
Brand_2915,Tencel,323.37
Brand_2916,Recycled Polyester,415.77
Brand_2917,Organic Cotton,33.91
Brand_2918,Recycled Polyester,267.93
Brand_2919,Hemp,486.26
Brand_2920,Hemp,1.04
Brand_2921,Vegan Leather,243.27
Brand_2922,Hemp,64.87
Brand_2923,Bamboo Fabric,121.97
Brand_2924,Organic Cotton,331.64
Brand_2925,Bamboo Fabric,295.89
Brand_2926,Recycled Polyester,1.88
Brand_2927,Hemp,482.24
Brand_2928,Organic Cotton,406.13
Brand_2929,Organic Cotton,342.96
Brand_2930,Vegan Leather,48.01
Brand_2931,Vegan Leather,302.18
Brand_2932,Tencel,55.95
Brand_2933,Bamboo Fabric,478.84
Brand_2934,Bamboo Fabric,57.97
Brand_2935,Recycled Polyester,348.03
Brand_2936,Tencel,167.44
Brand_2937,Bamboo Fabric,487.41
Brand_2938,Recycled Polyester,165.41
Brand_2939,Recycled Polyester,429.31
Brand_2940,Recycled Polyester,327.42
Brand_2941,Tencel,215.41
Brand_2942,Tencel,377.94
Brand_2943,Organic Cotton,432.08
Brand_2944,Tencel,159.77
Brand_2945,Bamboo Fabric,108.76
Brand_2946,Hemp,453.7
Brand_2947,Tencel,233.58
Brand_2948,Tencel,251.68
Brand_2949,Bamboo Fabric,300
Brand_2950,Hemp,79.25
Brand_2951,Hemp,172.02
Brand_2952,Tencel,8.87
Brand_2953,Organic Cotton,25.98
Brand_2954,Recycled Polyester,215.1
Brand_2955,Bamboo Fabric,321.14
Brand_2956,Bamboo Fabric,38.05
Brand_2957,Vegan Leather,364.19
Brand_2958,Organic Cotton,112.97
Brand_2959,Vegan Leather,487.33
Brand_2960,Vegan Leather,224.6
Brand_2961,Recycled Polyester,460.91
Brand_2962,Bamboo Fabric,114.49
Brand_2963,Recycled Polyester,10.2
Brand_2964,Recycled Polyester,109.71
Brand_2965,Vegan Leather,31.83
Brand_2966,Recycled Polyester,472.95
Brand_2967,Vegan Leather,314
Brand_2968,Tencel,357.78
Brand_2969,Tencel,499.59
Brand_2970,Vegan Leather,214.19
Brand_2971,Recycled Polyester,196.43
Brand_2972,Bamboo Fabric,209.29
Brand_2973,Hemp,20.62
Brand_2974,Tencel,123.91
Brand_2975,Organic Cotton,167.86
Brand_2976,Recycled Polyester,295.49
Brand_2977,Recycled Polyester,423.55
Brand_2978,Organic Cotton,126.04
Brand_2979,Vegan Leather,76.74
Brand_2980,Bamboo Fabric,418.68
Brand_2981,Recycled Polyester,40.77
Brand_2982,Vegan Leather,255.94
Brand_2983,Bamboo Fabric,290.13
Brand_2984,Organic Cotton,499.93
Brand_2985,Recycled Polyester,8.91
Brand_2986,Recycled Polyester,54.88
Brand_2987,Bamboo Fabric,258.24
Brand_2988,Hemp,270.18
Brand_2989,Vegan Leather,437.93
Brand_2990,Vegan Leather,33.63
Brand_2991,Recycled Polyester,172.63
Brand_2992,Bamboo Fabric,499.54
Brand_2993,Tencel,57.16
Brand_2994,Hemp,18.93
Brand_2995,Bamboo Fabric,193.92
Brand_2996,Bamboo Fabric,184.96
Brand_2997,Recycled Polyester,238.8
Brand_2998,Bamboo Fabric,316.46
Brand_2999,Hemp,144.22
Brand_3000,Recycled Polyester,281.19
Brand_3001,Bamboo Fabric,96.58
Brand_3002,Hemp,63.99
Brand_3003,Recycled Polyester,429.47
Brand_3004,Hemp,274.65
Brand_3005,Organic Cotton,309.26
Brand_3006,Organic Cotton,283.72
Brand_3007,Hemp,41.81
Brand_3008,Recycled Polyester,428.23
Brand_3009,Tencel,388.03
Brand_3010,Vegan Leather,223.74
Brand_3011,Bamboo Fabric,266.54
Brand_3012,Tencel,170.26
Brand_3013,Organic Cotton,234.09
Brand_3014,Tencel,409.99
Brand_3015,Tencel,89.02
Brand_3016,Tencel,45.56
Brand_3017,Hemp,252.48
Brand_3018,Hemp,361.38
Brand_3019,Vegan Leather,212.86
Brand_3020,Bamboo Fabric,260.51
Brand_3021,Hemp,347.92
Brand_3022,Organic Cotton,14.85
Brand_3023,Bamboo Fabric,463.21
Brand_3024,Recycled Polyester,246.78
Brand_3025,Vegan Leather,406.59
Brand_3026,Tencel,474.41
Brand_3027,Recycled Polyester,352.21
Brand_3028,Recycled Polyester,367.41
Brand_3029,Recycled Polyester,281.09
Brand_3030,Hemp,140.79
Brand_3031,Tencel,92.63
Brand_3032,Recycled Polyester,409.08
Brand_3033,Hemp,413.13
Brand_3034,Hemp,374.66
Brand_3035,Bamboo Fabric,315.37
Brand_3036,Tencel,132.76
Brand_3037,Tencel,304.34
Brand_3038,Hemp,452.37
Brand_3039,Organic Cotton,11.58
Brand_3040,Organic Cotton,412.13
Brand_3041,Tencel,2.87
Brand_3042,Recycled Polyester,184.59
Brand_3043,Tencel,432.51
Brand_3044,Recycled Polyester,236.55
Brand_3045,Recycled Polyester,375.79
Brand_3046,Recycled Polyester,166.91
Brand_3047,Organic Cotton,352.79
Brand_3048,Organic Cotton,190.17
Brand_3049,Recycled Polyester,21.09
Brand_3050,Recycled Polyester,76.74
Brand_3051,Organic Cotton,490.94
Brand_3052,Vegan Leather,12.94
Brand_3053,Recycled Polyester,54.22
Brand_3054,Bamboo Fabric,87.25
Brand_3055,Recycled Polyester,72.6
Brand_3056,Vegan Leather,493.73
Brand_3057,Organic Cotton,356.38
Brand_3058,Recycled Polyester,335.31
Brand_3059,Recycled Polyester,369.4
Brand_3060,Recycled Polyester,269.76
Brand_3061,Vegan Leather,132.64
Brand_3062,Bamboo Fabric,371.13
Brand_3063,Organic Cotton,103.39
Brand_3064,Tencel,208.01
Brand_3065,Hemp,66.72
Brand_3066,Organic Cotton,238.07
